name,formula,state,formula_raw,phase_flag,mw,hf298,T_low,T_high,dh298_0,a1,a2,a3,a4,a5,a6,a7,b1,b2,eq
digallium hexafluoride,Ga2F6,g,GA  2.00F   6.00    0.00    0.00    0.00,0,253.4364192,-2017623.843,200,1000,30131.476,240904.5572,-4142.3798,31.9577372,-0.012979143,8.96E-06,-2.73E-09,1.55E-13,-227278.524,-139.8403732,1
digallium diiodide,Ga2I2,g,GA  2.00I   2.00    0.00    0.00    0.00,0,393.25494,13520.947,200,1000,21497.947,-8960.25267,-31.7205721,10.12930491,-0.000286019,3.54E-07,-2.29E-10,6.04E-14,-1233.174068,-9.80196838,1
digallium tetriodide,Ga2I4,g,GA  2.00I   4.00    0.00    0.00    0.00,0,647.06388,-159267.987,200,1000,32583.813,-17694.95991,-135.4871509,16.54625333,-0.001199015,1.47E-06,-9.50E-10,2.50E-13,-23334.05795,-33.2571289,1
digallium hexiodide,Ga2I6,g,GA  2.00I   6.00    0.00    0.00    0.00,0,900.87282,-317294.623,200,1000,43573.378,-21108.91458,-369.540416,23.46811836,-0.003189178,3.89E-06,-2.49E-09,6.53E-13,-43011.8809,-60.148115,1
digallium monoxide,Ga2O,g,GA  2.00O   1.00    0.00    0.00    0.00,0,155.4454,-99457.457,200,1000,12162.595,56971.9718,-807.408599,7.73306154,0.001478451,-4.10E-06,3.58E-09,-1.11E-12,-9512.21682,-12.56149299,1
germanium,Ge,g,GE  1.00    0.00    0.00    0.00    0.00,0,72.61,367800,200,1000,7398.584,-20592.15242,-143.2022103,4.50600233,0.001547188,-8.52E-06,8.24E-09,-2.57E-12,43630.7086,-6.22526851,1
germanium monobromide,GeBr,g,GE  1.00BR  1.00    0.00    0.00    0.00,0,152.514,137440.771,200,1000,9866.131,-56715.5794,916.860358,-2.2250657,0.021723613,-3.04E-05,2.01E-08,-5.21E-12,11045.0879,41.0817704,1
germanium dibromide,GeBr2,g,GE  1.00BR  2.00    0.00    0.00    0.00,0,232.418,-60962.897,200,1000,14193.463,-1649.73847,-229.624001,7.90016101,-0.001936817,2.35E-06,-1.50E-09,3.90E-13,-8316.63957,-6.9184102,1
germanium tribromide,GeBr3,g,GE  1.00BR  3.00    0.00    0.00    0.00,0,312.322,-119031.308,200,1000,18549.492,2725.568677,-518.621326,11.99957754,-0.004251025,5.10E-06,-3.23E-09,8.39E-13,-14779.88251,-25.34570086,1
germanium tetrabromide,GeBr4,g,GE  1.00BR  4.00    0.00    0.00    0.00,0,392.226,-291000,200,1000,23963.218,5431.94039,-677.77488,15.60015305,-0.005507789,6.59E-06,-4.17E-09,1.08E-12,-35576.064,-42.091344,1
germanium monochloride,GeCl,g,GE  1.00CL  1.00    0.00    0.00    0.00,0,108.0627,69027.753,200,1000,9596.668,13126.2484,-57.9271946,2.18491387,0.013138889,-2.28E-05,1.73E-08,-4.94E-12,7610.39574,13.9547678,1
germanium dichloride,GeCl2,g,GE  1.00CL  2.00    0.00    0.00    0.00,0,143.5154,-171000,200,1000,13276.791,18384.8083,-582.711766,9.16135201,-0.004464634,5.24E-06,-3.27E-09,8.37E-13,-19758.0272,-17.3432468,1
germanium trichloride,GeCl3,g,GE  1.00CL  3.00    0.00    0.00    0.00,0,178.9681,-266950.589,200,1000,17559.438,19355.2244,-834.156308,13.1267886,-0.006510789,7.70E-06,-4.82E-09,1.24E-12,-30972.4093,-35.5243962,1
germanium tetrachloride,GeCl4,g,GE  1.00CL  4.00    0.00    0.00    0.00,0,214.4208,-500000,200,1000,21136.625,65028.7041,-1652.48276,18.81327,-0.011524268,1.31E-05,-7.96E-09,2.00E-12,-55700.5239,-67.5445996,1
germanium monofluoride,GeF,g,GE  1.00F   1.00    0.00    0.00    0.00,0,91.6084032,-70591.091,200,1000,9144.823,53103.6898,-483.282793,3.24497654,0.01180656,-2.23E-05,1.76E-08,-5.17E-12,-6885.91907,5.66508731,1
germanium difluoride,GeF2,g,GE  1.00F   2.00    0.00    0.00    0.00,0,110.6068064,-574000,200,1000,11787.485,75434.361,-1108.50587,9.07917891,-0.001446428,-6.56E-07,1.47E-09,-5.81E-13,-65106.6198,-22.0065318,1
germanium trifluoride,GeF3,g,GE  1.00F   3.00    0.00    0.00    0.00,0,129.6052096,-806332.833,200,1000,14678.187,111406.378,-1776.82477,13.5211981,-0.002982312,-3.81E-08,1.62E-09,-7.20E-13,-90383.0279,-45.6853576,1
germanium tetrafluoride,GeF4,g,GE  1.00F   4.00    0.00    0.00    0.00,0,148.6036128,-1190150,200,1000,17293.024,111983.341,-1636.88404,12.3138731,0.010253915,-1.89E-05,1.48E-08,-4.32E-12,-137426.4,-41.0432025,1
germanium moniodide,GeI,g,GE  1.00I   1.00    0.00    0.00    0.00,0,199.51447,210975.084,200,1000,10010.445,-74333.0469,1033.64964,-1.51694499,0.015538296,-1.68E-05,8.37E-09,-1.55E-12,19130.1363,39.5934532,1
germanium monoxide,GeO,g,GE  1.00O   1.00    0.00    0.00    0.00,0,88.6094,-37693.701,200,1000,8782.711,-5705.12181,264.064189,0.699393557,0.010915885,-1.47E-05,9.89E-09,-2.64E-12,-6638.84912,21.1188497,1
germanium dioxide,GeO2,g,GE  1.00O   2.00    0.00    0.00    0.00,0,104.6088,-106171.998,200,1000,11258.002,-3824.17383,156.3451633,1.694198285,0.017562051,-2.42E-05,1.63E-08,-4.37E-12,-14775.3488,15.56883504,1
germanium monosulfide,GeS,g,GE  1.00S   1.00    0.00    0.00    0.00,0,104.676,92537.497,200,1000,9142.857,34990.4951,-544.119536,6.04052482,-0.002449803,2.31E-06,-1.16E-09,2.42E-13,12636.8173,-7.06882551,1
germanium disulfide,GeS2,g,GE  1.00S   2.00    0.00    0.00    0.00,0,136.742,118817.831,200,1000,13067.831,55436.836,-1024.826697,10.57594552,-0.005287884,5.30E-06,-2.87E-09,6.52E-13,17355.79668,-29.91750248,1
digermanium,Ge2,g,GE  2.00    0.00    0.00    0.00    0.00,0,145.22,471505.891,200,1000,10702.611,213763.063,-3044.33263,18.6818317,-0.025472501,2.20E-05,-8.42E-09,9.66E-13,70155.43,-77.9090403,1
hydrogen,H,g,H   1.00    0.00    0.00    0.00    0.00,0,1.00794,217998.828,200,1000,6197.428,0,0,2.5,0,0,0,0,25473.70801,-0.446682853,1
HALO,AlOH,g,AL  1.00O   1.00H   1.00    0.00    0.00,0,43.988878,1821.114,200,1000,9935.217,26686.08286,-466.313299,5.38376036,0.002902519,-2.24E-07,-1.52E-09,6.95E-13,1235.874429,-6.508610344,1
hydrogen aluminum dioxide,HAlO2,g,H   1.00AL  1.00O   2.00    0.00    0.00,0,59.988278,-355473.551,200,1000,11980.604,3544.59891,115.9819104,0.863797069,0.024608758,-3.42E-05,2.37E-08,-6.47E-12,-44495.0614,20.12317063,1
hydrogen monoboride monoxide,HBO,g,H   1.00B   1.00O   1.00    0.00    0.00,0,27.81834,-210621.205,200,1000,9166.898,63609.7503,-800.155759,6.21881613,-0.000780168,3.14E-06,-2.03E-09,3.74E-13,-22402.8291,-13.26952393,1
hydrogen monoborate,HBO2,g,H   1.00B   1.00O   2.00    0.00    0.00,0,43.81774,-560210.053,200,1000,10918.102,6225.08747,75.6615369,1.253406833,0.017480065,-1.98E-05,1.23E-08,-3.15E-12,-68785.8878,17.67793507,1
hydrogen monoboride monosulfide,HBS,g,H   1.00B   1.00S   1.00    0.00    0.00,0,43.88494,50208.558,300,1000,0,0,0,1.5595903,0.013966838,-1.80E-05,1.23E-08,-3.41E-12,5089.0936,13.5018986,1
hydrogen monobromide,HBr,g,H   1.00BR  1.00    0.00    0.00    0.00,0,80.91194,-36290,200,1000,8648.104,25272.22498,-406.511027,6.04311661,-0.007717883,1.15E-05,-7.29E-09,1.75E-12,-3510.41455,-9.90318629,1
hydrogen monocarbide mononitride,HCN,g,H   1.00C   1.00N   1.00    0.00    0.00,0,27.02538,135000,200,1000,9235.463,90982.9783,-1238.65966,8.72132229,-0.006528281,8.87E-06,-4.81E-09,9.32E-13,21219.7899,-27.4668668,1
hydrogen monocarbide monoxide,HCO,g,H   1.00C   1.00O   1.00    0.00    0.00,0,29.01804,42397.85,200,1000,9989.45,-11899.06845,215.1611774,2.73018395,0.001806622,4.98E-06,-5.81E-09,1.87E-12,2905.719059,11.36793477,1
HCCN,HC2N,g,H   1.00C   2.00N   1.00    0.00    0.00,0,39.03608,610430.628,200,1000,11865.73,2992.8514,-440.448397,6.9399393,0.003846576,-1.27E-06,-3.64E-10,2.75E-13,73708.7014,-13.15250732,1
hydrogen monochloride,HCl,g,H   1.00CL  1.00    0.00    0.00    0.00,0,36.46064,-92310,200,1000,8640.104,20625.88287,-309.3368855,5.27541885,-0.004828874,6.20E-06,-3.04E-09,4.92E-13,-10677.82299,-7.30931775,1
hydrogen d,HD,g,H   1.00D   1.00    0.00    0.00    0.00,0,3.022042,323.302,298.15,1000,8509.102,25191.20338,-276.1004999,4.64444129,-0.002082377,1.42E-06,2.84E-10,-3.20E-13,391.361643,-9.39539612,1
hydrogen d monoxide,HDO,g,H   1.00D   1.00O   1.00    0.00    0.00,0,19.021442,-245280.477,200,1000,9925.723,-27377.95356,431.05039,1.558479899,0.005764969,-4.86E-06,3.38E-09,-1.04E-12,-32732.2645,14.87751891,1
hydrogen d dioxide,HDO2,g,H   1.00D   1.00O   2.00    0.00    0.00,0,35.020842,-140231.741,200,1000,11334.965,-32164.9965,749.236722,-1.95769405,0.024128076,-2.92E-05,1.93E-08,-5.23E-12,-21509.4175,36.7241671,1
hydrogen d dioxide,HDO2,g,H   1.00D   1.00O   2.00    0.00    0.00,0,35.020842,-140241.635,200,1000,11334.965,-32164.7665,749.233446,-1.957676212,0.024128028,-2.92E-05,1.93E-08,-5.23E-12,-21510.59175,36.7240674,1
hydrogen monofluoride,HF,g,H   1.00F   1.00    0.00    0.00    0.00,0,20.0063432,-273300,200,1000,8599.103,-3192.09897,59.8680772,3.055113902,0.001684674,-3.29E-06,3.10E-09,-9.76E-13,-34184.4316,3.29490412,1
hydrogen moniodide,HI,g,H   1.00I   1.00    0.00    0.00    0.00,0,127.91241,26359.556,300,1000,0,0,0,3.6963722,-0.001422476,3.01E-06,-1.27E-09,-3.51E-14,2107.3581,4.08812111,1
hydrogen mononitride monocarbide,HNC,g,H   1.00N   1.00C   1.00    0.00    0.00,0,27.02538,194378.121,200,1000,10000.724,48704.0453,-989.113822,9.72197056,-0.011135408,1.67E-05,-1.11E-08,2.89E-12,26646.6462,-31.0472661,1
hydrogen mononitride monocarbide monoxide,HNCO,g,H   1.00N   1.00C   1.00O   1.00    0.00,0,43.02478,-118061.4,200,1000,10961.254,75712.1962,-955.638564,6.70832188,0.0047746,-5.09E-06,3.81E-09,-1.20E-12,-10674.96288,-13.57685941,1
hydrogen mononitride monoxide,HNO,g,H   1.00N   1.00O   1.00    0.00    0.00,0,31.01408,102032.725,200,1000,9941.88,-68547.9088,955.165343,-0.600076155,0.007995138,-6.55E-07,-3.67E-09,1.78E-12,6435.33727,30.48170024,1
hydrogen mononitrite,HNO2,g,H   1.00N   1.00O   2.00    0.00    0.00,0,47.01348,-78451.922,200,1000,11597.285,8591.98506,120.3644046,0.941297912,0.019428918,-2.25E-05,1.38E-08,-3.47E-12,-11063.37202,20.73967459,1
hydrogen mononitrate,HNO3,g,H   1.00N   1.00O   3.00    0.00    0.00,0,63.01288,-133912.869,200,1000,11876.39,9202.86901,109.3774496,-0.452104245,0.029849145,-3.19E-05,1.72E-08,-3.78E-12,-17640.48507,27.46644974,1
hydrogen monoxide monochloride,HOCl,g,H   1.00O   1.00CL  1.00    0.00    0.00,0,52.46004,-75740.849,200,1000,10223.809,-9892.42208,356.904443,0.144294027,0.016182456,-2.18E-05,1.51E-08,-4.12E-12,-11773.7031,24.7930364,1
hydrogen monoxide monofluoride,HOF,g,H   1.00O   1.00F   1.00    0.00    0.00,0,36.0057432,-96898.221,200,1000,10088.435,-36969.3793,780.907712,-2.07772431,0.02038701,-2.59E-05,1.71E-08,-4.55E-12,-16317.2345,36.4507418,1
hydrogen dioxide,HO2,g,H   1.00O   2.00    0.00    0.00    0.00,0,33.00674,12552,200,1000,10002.162,-75988.8254,1329.383918,-4.67738824,0.025083082,-3.01E-05,1.90E-08,-4.83E-12,-5809.36643,51.9360214,1
hydrogen monophosphide monoxide,HPO,g,H   1.00P   1.00O   1.00    0.00    0.00,0,47.981101,-56868.759,200,1000,10065.343,-38163.1412,792.764187,-1.889940652,0.018009074,-1.86E-05,1.02E-08,-2.36E-12,-11576.4124,36.9292591,1
hydrogen sulfite monofluoride,HSO3F,g,H   1.00S   1.00O   3.00F   1.00    0.00,0,100.0705432,-753129.062,300,1000,0,0,0,2.1192445,0.03154571,-3.13E-05,1.25E-08,-8.25E-13,-92361.596,15.5596956,1
dihydrogen,H2,g,H   2.00    0.00    0.00    0.00    0.00,0,2.01588,0,200,1000,8468.102,40783.2281,-800.918545,8.21470167,-0.012697144,1.75E-05,-1.20E-08,3.37E-12,2682.48438,-30.4378866,1
HBOH,H2BO,g,H   2.00B   1.00O   1.00    0.00    0.00,0,28.82628,-48724.364,200,1000,10940.536,-61596.4419,1223.483035,-5.46037051,0.035553887,-4.68E-05,3.24E-08,-8.99E-12,-12636.59051,54.2235229,1
"HCHO,formaldehy",H2CO,g,H   2.00C   1.00O   1.00    0.00    0.00,0,30.02598,-108580,200,1000,10019.717,-117392.211,1873.636547,-6.89032771,0.026415715,-2.19E-05,1.01E-08,-2.02E-12,-23073.55518,64.20441192,1
HCOOH,H2CO2,g,H   2.00C   1.00O   2.00    0.00    0.00,0,46.02538,-378570,200,1000,10927.649,-29063.3191,765.844934,-3.32845001,0.02817552,-2.37E-05,1.17E-08,-2.79E-12,-50064.469,43.87113544,1
dihydrogen difluoride,H2F2,g,H   2.00F   2.00    0.00    0.00    0.00,0,40.0126864,-569923.778,200,1000,13869.43,52592.1471,-991.354489,10.43577115,-0.002407796,-6.38E-07,2.74E-09,-1.10E-12,-65724.6083,-30.38432132,1
dihydrogen monoxide,H2O,g,H   2.00O   1.00    0.00    0.00    0.00,0,18.01528,-241826,200,1000,9904.092,-39479.6083,575.573102,0.931782653,0.007222713,-7.34E-06,4.96E-09,-1.34E-12,-33039.7431,17.24205775,1
dihydrogen dioxide,H2O2,g,H   2.00O   2.00    0.00    0.00    0.00,0,34.01468,-135880,200,1000,11158.835,-92795.3358,1564.748385,-5.97646014,0.032707445,-3.93E-05,2.51E-08,-6.47E-12,-24940.04728,58.7717418,1
dihydrogen monosulfide,H2S,g,H   2.00S   1.00    0.00    0.00    0.00,0,34.08188,-20600,200,1000,9957.12,11970.21744,-102.8938513,4.23994637,-0.000801811,4.48E-06,-2.75E-09,4.53E-13,-3114.034739,0.380763446,1
dihydrogen monosulfate,H2SO4,g,H   2.00S   1.00O   4.00    0.00    0.00,0,98.07948,-732731.721,200,1000,16508.589,-41291.5005,668.158989,-2.632753507,0.054153825,-7.07E-05,4.68E-08,-1.24E-11,-93156.6012,39.6109773,1
H2BOH,H3BO,g,H   3.00B   1.00O   1.00    0.00    0.00,0,29.83422,-289633.898,200,1000,10622.306,-86867.6678,1820.335089,-10.32373881,0.049228011,-5.98E-05,3.95E-08,-1.07E-11,-44152.3815,79.8617729,1
HB(OH)2,H3BO2,g,H   3.00B   1.00O   2.00    0.00    0.00,0,45.83362,-644438.724,200,1000,12157.532,-20670.44022,953.445916,-8.08895652,0.059724253,-8.07E-05,5.61E-08,-1.55E-11,-82642.7081,65.3957164,1
trihydrogen monoborate,H3BO3,g,H   3.00B   1.00O   3.00    0.00    0.00,0,61.83302,-1004360.442,200,1000,13559.958,25689.01843,113.8029495,-4.04509658,0.059245217,-8.15E-05,5.66E-08,-1.55E-11,-122170.205,41.3222014,1
trihydrogen triboride trioxide,H3B3O3,g,H   3.00B   3.00O   3.00    0.00    0.00,0,83.45502,-1203760.987,200,1000,15603.321,-198528.4188,4104.13209,-28.27215617,0.126963925,-0.000155851,9.97E-08,-2.60E-11,-164849.4375,176.3917407,1
trihydrogen triboride hexoxide,H3B3O6,g,H   3.00B   3.00O   6.00    0.00    0.00,0,131.45322,-2263687.611,200,1000,23696.853,-20670.31503,708.339154,-7.12382095,0.102504998,-0.0001295,8.32E-08,-2.15E-11,-277804.9216,60.6359763,1
trihydrogen trifluoride,H3F3,g,H   3.00F   3.00    0.00    0.00    0.00,0,60.0190296,-883676.79,200,1000,15263.022,98885.6265,-1380.21288,8.98045847,0.018716091,-3.13E-05,2.59E-08,-8.04E-12,-101366.1491,-25.85302557,1
(HCOOH)2,H4C2O4,g,H   4.00C   2.00O   4.00    0.00    0.00,0,92.05076,-820942.64,200,1000,19631.909,-200147.735,3502.50366,-18.5351656,0.095475547,-0.00010592,6.32E-08,-1.57E-11,-117262.386,131.9662344,1
tetrahydrogen tetrafluoride,H4F4,g,H   4.00F   4.00    0.00    0.00    0.00,0,80.0253728,-1186932.336,200,1000,21654.08,131510.9024,-1840.36156,12.64093152,0.024954074,-4.17E-05,3.45E-08,-1.07E-11,-136400.3454,-41.2291353,1
pentahydrogen pentafluoride,H5F5,g,H   5.00F   5.00    0.00    0.00    0.00,0,100.031716,-1490187.882,200,1000,28045.138,164136.1897,-2300.510396,16.30140545,0.031192054,-5.21E-05,4.32E-08,-1.34E-11,-171434.5408,-56.8215738,1
hexahydrogen hexafluoride,H6F6,g,H   6.00F   6.00    0.00    0.00    0.00,0,120.0380592,-1805545.131,200,1000,34334.493,195688.6618,-2753.90988,19.75625055,0.03807717,-6.34E-05,5.22E-08,-1.61E-11,-207926.941,-71.1360798,1
heptahydrogen heptafluoride,H7F7,g,H   7.00F   7.00    0.00    0.00    0.00,0,140.0444024,-2099698.974,200,1000,40827.254,229386.7477,-3220.80786,23.62235212,0.043668019,-7.30E-05,6.04E-08,-1.88E-11,-241863.7479,-88.3881226,1
helium,He,g,HE  1.00    0.00    0.00    0.00    0.00,0,4.002602,0,200,1000,6197.428,0,0,2.5,0,0,0,0,-745.375,0.928723974,1
mercury,Hg,g,HG  1.00    0.00    0.00    0.00    0.00,0,200.59,61380,200,1000,6197.428,0,0,2.5,0,0,0,0,6636.90008,6.80020154,1
mercury bromide,HgBr2,g,HG  1.00BR  2.00    0.00    0.00    0.00,0,360.398,-85451.725,300,1000,0,0,0,6.7188921,0.002578274,-2.92E-06,9.58E-10,1.39E-13,-12371.434,-0.413670823,1
iodine,I,g,I   1.00    0.00    0.00    0.00    0.00,0,126.90447,106760,200,1000,6197.428,169.8199675,-2.716437233,2.517385557,-5.73E-05,1.03E-07,-9.67E-11,3.71E-14,12107.5009,7.40582313,1
iodine pentafluoride,IF5,g,I   1.00F   5.00    0.00    0.00    0.00,0,221.896486,-841000,200,1000,20044.142,202611.38,-3598.08273,25.302942,-0.013484484,1.11E-05,-4.71E-09,7.86E-13,-87001.9543,-111.268905,1
iodine heptafluoride,IF7,g,I   1.00F   7.00    0.00    0.00    0.00,0,259.8932924,-961500,200,1000,24123.333,299966.92,-5501.29229,36.2698955,-0.020953679,1.76E-05,-7.82E-09,1.40E-12,-93314.3331,-175.413575,1
diiodine,I2,g,I   2.00    0.00    0.00    0.00    0.00,0,253.80894,62420,200,1000,10116.122,-5087.96877,-12.4958521,4.50421909,0.000137096,-1.39E-07,1.17E-10,-2.34E-14,6213.46981,5.58383694,1
indium,In,g,IN  1.00    0.00    0.00    0.00    0.00,0,114.818,240700,200,1000,6198.649,51495.1805,-917.799902,8.93868795,-0.022241126,3.82E-05,-2.89E-08,8.05E-12,32390.3162,-27.64567028,1
indium bromide,InBr,g,IN  1.00BR  1.00    0.00    0.00    0.00,0,194.722,-54115.879,200,1000,10084.121,-2540.851435,-52.9470471,4.71743809,-0.000434467,6.51E-07,-4.40E-10,1.23E-13,-7607.59428,4.258881,1
indium bromide,InBr2,g,IN  1.00BR  2.00    0.00    0.00    0.00,0,274.626,-149729.059,200,1000,14424.341,-66.198789,-236.589731,7.92654516,-0.001994548,2.42E-06,-1.55E-09,4.06E-13,-18953.55588,-5.33886754,1
indium bromide,InBr3,g,IN  1.00BR  3.00    0.00    0.00    0.00,0,354.53,-256587.267,200,1000,19912.733,-4990.1153,-280.5930452,11.1035606,-0.002379996,2.89E-06,-1.84E-09,4.81E-13,-32505.0491,-18.71748987,1
indium chloride,InCl,g,IN  1.00CL  1.00    0.00    0.00    0.00,0,150.2707,-72147.883,200,1000,9752.117,6430.71303,-217.8267726,5.4188309,-0.002048005,2.70E-06,-1.80E-09,4.85E-13,-8959.84107,-1.203002248,1
indium chloride,InCl2,g,IN  1.00CL  2.00    0.00    0.00    0.00,0,185.7234,-201483.416,200,1000,13956.384,9935.16487,-417.210186,8.58849491,-0.003348386,4.00E-06,-2.53E-09,6.54E-13,-24264.80269,-11.6452221,1
indium chloride,InCl3,g,IN  1.00CL  3.00    0.00    0.00    0.00,0,221.1761,-369693.227,200,1000,18306.773,26147.43044,-841.460456,13.1178479,-0.006435282,7.55E-06,-4.71E-09,1.20E-12,-43264.6958,-35.0008155,1
indium fluoride,InF,g,IN  1.00F   1.00    0.00    0.00    0.00,0,133.8164032,-193419.989,200,1000,9217.111,31901.2332,-529.525426,6.17288626,-0.002986036,3.23E-06,-1.86E-09,4.47E-13,-21871.76282,-7.59121662,1
indium fluoride,InF2,g,IN  1.00F   2.00    0.00    0.00    0.00,0,152.8148064,-457186.824,200,1000,12588.776,75224.8021,-1088.616881,9.48170521,-0.002893229,1.52E-06,-7.99E-11,-1.47E-13,-51243.3615,-21.4666609,1
indium fluoride,InF3,g,IN  1.00F   3.00    0.00    0.00    0.00,0,171.8132096,-863079.566,200,1000,16320.434,107160.8336,-1660.071901,13.95972813,-0.005018693,3.23E-06,-7.82E-10,-3.73E-14,-97952.1499,-46.0635347,1
indium hydride,InH,g,IN  1.00H   1.00    0.00    0.00    0.00,0,115.82594,215016.904,200,1000,8684.104,-51528.2872,781.379259,-0.843338534,0.010444713,-9.76E-06,4.54E-09,-8.17E-13,21100.48908,29.39346222,1
indium iodide,InI,g,IN  1.00I   1.00    0.00    0.00    0.00,0,241.72247,26417.124,200,1000,10271.124,-468.634874,-56.8553099,4.78184969,-0.000661937,1.03E-06,-7.27E-10,2.08E-13,2095.570254,4.88551513,1
indium iodide,InI2,g,IN  1.00I   2.00    0.00    0.00    0.00,0,368.62694,-39460.643,200,1000,14912.757,-4513.8906,-118.372687,7.47311008,-0.001034474,1.27E-06,-8.23E-10,2.18E-13,-6278.53604,-0.66672975,1
indium iodide,InI3,g,IN  1.00I   3.00    0.00    0.00    0.00,0,495.53141,-105435.914,200,1000,20852.086,-8728.39717,-126.5914859,10.5065912,-0.001106109,1.35E-06,-8.71E-10,2.29E-13,-15082.69063,-12.11411745,1
indium oxide,InO,g,IN  1.00O   1.00    0.00    0.00    0.00,0,130.8174,145993.109,200,1000,9042.109,-115472.7169,1753.668703,-6.96503381,0.02961699,-3.12E-05,1.44E-08,-2.24E-12,8188.67959,66.0862126,1
indium hydroxide,InOH,g,IN  1.00O   1.00H   1.00    0.00    0.00,0,131.82534,-124447.344,200,1000,10736.839,61234.6302,-1195.863129,10.41427981,-0.006870003,6.21E-06,-2.41E-09,3.18E-13,-10798.5217,-31.8989084,1
indium bromide,In2Br2,g,IN  2.00BR  2.00    0.00    0.00    0.00,0,389.444,-196305.215,200,1000,21434.943,-9221.1883,-36.1667703,10.14728771,-0.000325578,4.02E-07,-2.60E-10,6.87E-14,-26448.83479,-10.00360073,1
indium bromide,In2Br4,g,IN  2.00BR  4.00    0.00    0.00    0.00,0,549.252,-436508.683,200,1000,31798.117,-14255.55379,-286.6009341,17.13866292,-0.002473507,3.02E-06,-1.93E-09,5.07E-13,-55937.5306,-38.3710598,1
indium bromide,In2Br6,g,IN  2.00BR  6.00    0.00    0.00    0.00,0,709.06,-628683.43,200,1000,43096.728,-17589.40752,-485.903448,23.91654505,-0.004142061,5.03E-06,-3.22E-09,8.41E-13,-79888.4446,-64.3787188,1
indium chloride,In2Cl2,g,IN  2.00CL  2.00    0.00    0.00    0.00,0,300.5414,-232177.375,200,1000,20223.895,-11428.48747,-141.6015827,10.56853314,-0.001244253,1.53E-06,-9.83E-10,2.58E-13,-30263.27087,-15.65105259,1
indium chloride,In2Cl4,g,IN  2.00CL  4.00    0.00    0.00    0.00,0,371.4468,-579125.856,200,1000,29456.525,9814.08308,-848.895901,19.2341036,-0.006815674,8.13E-06,-5.13E-09,1.32E-12,-70276.8814,-55.8266618,1
indium chloride,In2Cl6,g,IN  2.00CL  6.00    0.00    0.00    0.00,0,442.3522,-882340.029,200,1000,38423.462,30046.63159,-1585.621359,27.9648947,-0.012455061,1.48E-05,-9.25E-09,2.38E-12,-104882.83,-97.8840525,1
indium fluoride,In2F2,g,IN  2.00F   2.00    0.00    0.00    0.00,0,267.6328064,-532234.3,200,1000,18039.9,7255.7171,-644.826565,12.47539512,-0.00524609,6.28E-06,-3.97E-09,1.03E-12,-63848.9245,-31.08004586,1
indium fluoride,In2F4,g,IN  2.00F   4.00    0.00    0.00    0.00,0,305.6296128,-1284788.126,200,1000,24763.074,122521.3611,-2444.998374,23.42425457,-0.012914271,1.31E-05,-7.18E-09,1.65E-12,-146694.2111,-89.4356005,1
indium fluoride,In2F6,g,IN  2.00F   6.00    0.00    0.00    0.00,0,343.6264192,-1960000,200,1000,33567.102,182549.0583,-3552.11171,32.7542523,-0.018680646,1.89E-05,-1.04E-08,2.39E-12,-223964.876,-136.3626758,1
indium iodide,In2I2,g,IN  2.00I   2.00    0.00    0.00    0.00,0,483.44494,-27813.524,200,1000,22058.476,-6681.92501,-14.49103222,10.05929122,-0.000131492,1.63E-07,-1.06E-10,2.79E-14,-6279.6026,-7.29113098,1
indium iodide,In2I4,g,IN  2.00I   4.00    0.00    0.00    0.00,0,737.25388,-199143.181,200,1000,33468.979,-15010.28064,-97.447979,16.3938395,-0.000865938,1.07E-06,-6.88E-10,1.81E-13,-28303.88443,-29.86294828,1
indium iodide,In2I6,g,IN  2.00I   6.00    0.00    0.00    0.00,0,991.06282,-319720.04,200,1000,45088.12,-22326.40607,-200.0786874,22.80417927,-0.001761331,2.16E-06,-1.39E-09,3.66E-13,-44125.4768,-52.7380203,1
indium oxide,In2O,g,IN  2.00O   1.00    0.00    0.00    0.00,0,245.6354,-34763.707,200,1000,12796.504,50656.535,-807.036367,8.64206727,-0.001533035,2.87E-07,4.98E-10,-2.55E-13,-1924.908459,-14.90718759,1
potassium,K,g,K   1.00    0.00    0.00    0.00    0.00,0,39.0983,89000,200,1000,6197.428,9.66514393,-0.145805946,2.500865861,-2.60E-06,4.19E-09,-3.44E-12,1.13E-15,9959.49349,5.03582226,1
potassium borate,KBO2,g,K   1.00B   1.00O   2.00    0.00    0.00,0,81.9081,-674054.737,300,1000,0,0,0,4.3967801,0.012169202,-1.18E-05,5.13E-09,-6.59E-13,-82827.012,7.5732431,1
potassium monocarbide mononitride,KCN,g,K   1.00C   1.00N   1.00    0.00    0.00,0,65.11574,79499.339,300,1000,0,0,0,5.0810711,0.005526596,-9.12E-06,8.45E-09,-3.01E-12,7866.2161,0.186333046,1
potassium chloride,KCl,g,K   1.00CL  1.00    0.00    0.00    0.00,0,74.551,-214685.057,300,1000,0,0,0,3.9908569,0.002108917,-3.18E-06,2.25E-09,-5.91E-13,-27080.184,5.51200445,1
potassium fluoride,KF,g,K   1.00F   1.00    0.00    0.00    0.00,0,58.0967032,-326776.265,300,1000,0,0,0,3.5156066,0.003786842,-5.59E-06,3.78E-09,-9.39E-13,-40476.079,6.31338545,1
potassium hydride,KH,g,K   1.00H   1.00    0.00    0.00    0.00,0,40.10624,123012.034,300,1000,0,0,0,2.8157756,0.003987106,-3.34E-06,8.86E-10,1.14E-13,13805.838,6.72517899,1
